external_gene_name,T_Penn_3,T_Penn_6,T_Penn_8,T_Penn_9,T_Penn_14,T_Penn_16,T_Penn_27,PT_Penn_15,PT_Penn_17,PT_Penn_18,PT_Penn_24,PT_Penn_25,PT_Penn_28,PT_Penn_4,PT_Penn_10
RP11-864G5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC108059.2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3
TUBB3P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRI1,3,54,35,22,40,140,20,35,17,13,1,40,1,7,242
PSG3,4,1,0,1,1,2,0,2,0,0,0,0,0,0,1
P2RX5,1,0,1,6,5,6,0,1,1,0,0,12,0,0,23
RP11-451G4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-451G4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1R107P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6L1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3138B18.5,0,4,10,5,8,21,0,0,5,0,1,0,0,0,16
AC152010.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH1L1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEXI,1,1,4,4,2,6,0,0,0,0,0,5,0,0,30
TMEM31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-176D17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-317J9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-104C4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4F7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMSAP2,2,18,4,26,14,6,0,4,3,4,0,6,0,1,32
RDH10-AS1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FBXO28,3,8,8,19,10,15,0,1,1,0,3,4,0,0,48
ALPL,2,1220,116,50,28,91,3,18,218,159,63,471,5,1,139
HSD3BP4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
MTUS1,3,15,5,8,6,11,0,17,5,24,0,27,0,2,30
HNRNPA1P51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNM3-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTUD3,0,3,7,2,3,18,0,1,2,1,0,2,0,0,33
DEFB109P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-368I7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-64C12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM242,0,1,2,0,0,3,1,0,2,1,0,0,0,1,15
RP5-933K21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLNC,1,0,0,4,0,0,0,2,0,0,0,8,0,2,0
RP11-597D13.9,0,5,1,5,0,3,0,0,1,1,0,0,0,0,11
TMEM9B-AS1,0,0,0,1,0,14,0,0,0,0,0,0,0,0,4
LINC00202-2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-263C24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-16H11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV1OR15-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-426C22.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HMGB1P36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-191L9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGEL2,1,9,15,19,1,36,3,7,5,6,0,7,0,1,84
AC007677.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF337-AS1,0,2,0,4,4,0,0,1,0,1,0,0,0,0,1
NANP,0,0,1,1,0,0,0,1,0,0,0,2,0,0,5
USP40,3,1,4,2,2,20,0,0,1,2,0,9,1,0,44
FGFBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-204K16.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RP11-23F23.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
RP11-446F3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD21L1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GRK5-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF192P1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1
CTB-175E5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPDC1,0,0,1,0,5,1,0,0,0,1,0,1,0,0,4
RP11-358L22.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
RP11-556H2.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
RPL7L1P10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT73,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7
RPL7AP60,0,0,1,1,2,0,0,0,1,0,0,1,0,0,4
PSMA1,2,15,9,7,5,8,1,4,2,4,0,4,0,0,41
RP11-256L6.2,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0
TBC1D22A,13,62,25,25,24,41,3,11,32,10,1,50,0,3,241
SDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
AC113189.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
RP4-654C18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARS2,1,11,9,20,11,15,1,2,2,5,0,16,0,1,60
AC005094.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMTC3,0,6,2,1,0,1,0,3,1,2,0,20,1,0,22
ZDHHC4,2,3,9,0,5,11,1,0,3,2,1,15,0,1,40
CTD-3035D6.1,5,21,8,11,12,6,2,1,1,3,0,4,0,1,34
C4orf51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-328D5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NTRK2,0,0,5,1,1,0,0,0,0,2,0,0,0,0,1
RP11-566F5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPL12,303,861,740,982,809,669,30,363,407,359,73,394,11,165,1617
THSD7A,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2
RP11-219B4.7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
TSPYL2,8,28,18,24,14,147,10,35,40,12,11,30,1,4,167
CTC-312O10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
AZIN2,0,0,0,1,0,2,0,0,1,1,0,6,0,0,5
XYLB,1,4,0,2,1,5,0,0,0,2,0,0,0,0,7
AKT3-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-34P13.15,0,6,0,0,0,1,0,0,0,0,2,1,0,0,16
ADGRA3,0,0,4,0,1,2,0,0,1,0,0,0,0,0,2
WI2-2221J1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMA6,2,14,17,23,8,15,0,8,12,15,4,13,1,4,47
SKI,9,62,39,38,31,83,11,15,47,24,5,145,0,8,290
RPL35AP32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GXYLT1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLMH,1,4,11,16,5,15,0,2,4,10,0,7,0,1,38
CTD-3193O13.8,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
SUMO2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2022H16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-363G10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL136419.6,0,2,4,1,2,16,1,1,3,2,0,5,0,2,11
VAPB,6,121,77,119,69,89,2,42,83,102,10,120,1,16,479
RP11-339N8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL32,21,72,119,51,71,47,6,44,35,26,6,10,6,8,169
RP11-815J21.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2196E14.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
HNRNPH1P1,0,1,0,1,0,3,0,1,0,0,0,1,0,0,23
AC006946.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MSRB3,6,46,18,13,27,12,7,15,14,19,1,57,0,4,100
IL4R,5,271,58,20,7,107,11,13,48,32,6,296,0,3,175
DBN1,6,136,52,33,37,59,12,19,24,16,8,86,0,5,432
MRPL57,8,5,5,26,3,15,0,2,4,5,0,13,0,1,21
RP1-90G24.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT52,1,8,2,25,6,13,0,5,4,4,0,4,0,1,48
CCDC92,7,140,10,30,13,25,7,10,26,28,11,52,0,7,395
RP5-837I24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAT1L,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-13N12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-312J18.5,4,7,4,7,0,1,1,0,3,2,0,0,0,0,13
HSPE1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAGEB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECM1P2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TVP23CP2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
OTOP2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RP11-680F20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-712E4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BZRAP1,0,1,5,14,0,51,0,2,10,2,0,20,0,1,157
RP11-159D8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KRT72,0,0,0,0,0,1,0,0,0,0,0,2,0,0,24
LINC00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC132479.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM229A,0,1,1,0,0,3,0,0,2,0,1,6,1,0,31
RP1-225E12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-803A13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VASH2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
RP11-112L6.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
SDR42E1,0,1,0,3,1,7,0,0,0,1,0,2,0,0,4
AC013429.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2540L5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL13AP2,0,3,0,1,0,0,0,0,0,0,0,1,0,0,3
UBQLN2,2,48,24,22,8,47,1,23,16,8,0,40,0,1,107
SEC62-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF182,0,22,18,0,63,66,0,1,4,16,0,6,0,1,15
LINC00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRPL35P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-379K17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBLL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-20B11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-227H4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUL,61,1756,436,371,197,378,38,157,530,300,81,696,9,39,1131
RP11-585P4.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM215A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-711G10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL6B,3,16,0,1,0,1,0,0,0,1,1,6,0,1,18
ALDH1A1,3,10,15,10,9,5,1,1,3,1,1,1,1,2,37
RP11-460I13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-394O4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A3,22,56,70,124,76,73,8,59,17,51,5,53,0,12,326
TTC9C,1,7,5,6,0,16,0,5,1,11,0,0,0,0,47
GACAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2203K17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-767C1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYAP2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-57H14.4,0,1,5,0,0,3,0,1,0,0,0,3,0,0,9
RP11-229C3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005625.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-445F6.2,0,0,0,8,4,1,0,0,0,0,0,1,0,0,11
RP11-474L23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL9P3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
FAM157A,0,0,0,0,0,1,0,0,0,2,0,3,0,0,5
DDX11L9,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0
CTD-2171N6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2503O16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBBP4P2,3,3,1,2,0,1,0,0,1,0,0,2,0,2,2
CTB-179K24.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
KIF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMSS1,2,21,7,12,12,18,0,4,12,6,0,0,0,4,27
LINC00165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005538.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP73,0,0,1,1,0,0,0,0,1,0,0,4,0,0,0
ZNF552,0,11,6,1,6,10,0,0,9,0,1,8,0,0,15
PRKCH,12,37,83,35,35,144,1,26,31,23,0,36,1,7,188
RPEP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-330L19.2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
RP1-102E24.1,2,4,1,16,5,1,0,5,0,2,0,0,0,0,13
FLG2,2,1,5,3,0,0,0,0,0,0,0,1,1,0,1
RP11-485B17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLLU1OS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-562A8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNIP3P32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYL4,1,25,10,24,38,38,0,2,6,5,1,13,0,0,15
XXbac-BPG248L24.12,0,0,1,0,0,0,0,2,0,1,0,0,0,0,6
RP11-505K9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM65,1,5,7,10,3,12,4,2,9,4,0,31,0,0,77
RP11-161H23.10,0,0,0,1,0,9,0,1,0,0,0,1,0,0,2
RP11-693J15.5,0,0,6,7,0,3,0,0,0,0,0,19,0,0,18
CTD-2396E7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYLT1,1,33,4,10,3,34,3,3,14,4,3,52,0,0,167
CCM2L,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
ZFYVE19,0,5,6,9,14,7,1,0,2,5,0,15,0,0,38
SUMO2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC073257.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RP11-804H8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-137P24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC021016.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
RP11-396M11.1,0,2,0,1,1,0,0,0,1,0,0,2,0,0,0
AC006946.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-181E10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FAM8A4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIGD1A,5,96,21,58,37,23,2,31,50,48,16,61,0,12,279
IFNA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-836J3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPY23P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1180C18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFC5P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-10H3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LENG8,0,32,13,14,0,126,0,2,15,4,2,54,0,0,263
LINC00354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KARSP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNOT7,6,56,43,52,22,51,1,24,17,7,1,26,1,4,161
NUP50,21,133,112,121,67,163,2,41,34,52,6,119,4,9,365
CTA-109P11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C10orf113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-15K3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-295M3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFNG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
RP11-404G16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
AC079807.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EXOC4,3,33,7,25,16,49,1,16,7,13,2,24,0,0,156
PPP1R11P1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
P2RX7,1,1,0,9,0,6,3,1,0,2,4,3,0,0,71
FAM230A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-53C18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREM,0,37,4,10,1,7,2,5,10,8,0,14,0,1,61
RP11-69M1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-557H15.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
AC083875.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD2,3,19,25,4,9,44,1,12,13,6,0,2,0,0,64
RP11-96C23.13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AP001059.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CADM4,0,4,1,0,0,2,0,0,0,0,0,0,0,0,4
ARF1P2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
C20orf197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MACROD2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-514P8.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
AK2,6,34,19,37,37,48,1,29,5,19,3,35,0,3,116
C6orf52,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YES1,19,24,28,29,11,17,0,11,10,3,1,9,0,1,89
OSER1,1,174,21,32,26,37,1,10,27,30,7,15,0,3,81
GS1-166A23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-24J11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP2T3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-569G13.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LINC01591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-800A3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-807H7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1084A12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMTR1,1,16,5,17,7,32,1,1,3,11,0,13,1,5,80
SLC6A6,8,492,42,25,13,80,11,14,126,47,26,221,4,1,443
PPP1R8,7,16,13,26,12,30,1,8,2,15,0,14,0,0,58
RP11-408N14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECT2L,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
TM4SF19-TCTEX1D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS4P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-405F3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACVRL1,0,7,1,2,0,3,0,2,0,2,0,6,0,5,13
STX17-AS1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
RP4-590F24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMOD1,12,72,10,92,68,68,0,19,5,43,0,43,0,17,65
AGXT2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
PLA2G5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-313L6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-349J5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-239C9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-290O12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATK,1,5,35,25,1,14,0,7,5,0,0,1,0,0,54
PDE12,1,6,1,8,0,24,0,1,3,2,1,7,0,0,32
AC092168.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-262M14.2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4
CDKL4,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0
OSGIN1,0,2,0,0,0,1,0,0,0,1,0,3,0,0,4
RP11-117N2.2,0,0,0,0,0,8,0,0,0,0,0,1,0,0,9
KRT18P33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-157E14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-438N5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAXBP1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSF2,0,4,4,5,1,4,0,1,0,0,0,10,0,0,36
DNAL1,0,9,3,7,2,3,0,1,0,5,0,3,0,1,13
RHOQP3,0,4,1,1,0,0,1,2,1,0,1,1,0,1,8
RP11-146N18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMP,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RP11-528I4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC005562.1,0,0,1,0,0,2,0,1,1,2,0,2,0,0,6
AC003958.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-323J4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-428O18.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
OR11A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMIM4,0,0,0,1,0,3,0,0,4,0,0,1,0,0,1
XXbac-BPG13B8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-293D9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-797A18.3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2
RP11-21I4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-420B22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2034I21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GALC,0,28,1,4,0,13,1,1,4,3,1,13,1,0,47
GPAM,0,0,3,3,0,15,0,0,0,0,0,2,0,0,10
BANK1,51,144,71,148,89,59,19,48,95,113,29,250,0,14,908
RP11-732A19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf174,1,28,11,10,14,12,0,17,10,4,1,21,0,2,96
C11orf42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF131215.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNAI1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
RAPGEF4,0,1,0,13,7,9,0,3,2,5,0,1,0,1,2
RP11-16E23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SLC4A8,0,0,1,4,5,9,0,0,0,0,0,0,0,0,62
MIR3142HG,0,4,0,0,0,1,0,0,0,0,1,1,0,0,14
RARRES2P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTMR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOGA1,4,8,6,19,13,9,2,8,3,2,0,19,0,3,105
BABAM1,4,27,30,16,19,17,0,2,7,12,1,20,1,4,47
RP11-841O20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRP1B,11,32,18,39,37,41,2,17,16,22,1,23,0,1,118
KLF6,10,492,161,76,88,108,16,56,313,89,27,222,5,5,601
ZFAND6,5,62,37,66,35,67,1,24,59,50,5,116,1,6,390
LYPD1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RAB5B,23,146,65,81,74,65,0,52,35,48,9,98,0,8,323
FRG2IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1G1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4BP1,8,183,35,26,35,79,7,8,58,12,4,66,0,1,167
TDGF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NNAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RP11-506K6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHX36,7,41,35,25,19,70,8,7,13,7,4,25,0,1,147
ZNF444P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-30K9.1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1
CTD-2235C13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-473O4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL34P33,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0
RP11-566K19.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27P16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ZNF776,1,17,2,8,7,11,0,2,7,3,0,7,0,2,39
RP11-354I10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000351.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC000374.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
WNT5B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PHF1,6,23,4,7,2,18,0,3,4,8,0,9,0,0,35
MYHAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMP1,3,483,59,57,52,70,6,39,112,62,16,156,0,3,534
BEGAIN,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3
ZMYM3,7,8,12,6,9,11,0,6,2,3,0,10,0,0,46
RP11-181D18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
PTCD2P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-493G17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PM20D1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
RP1-122O8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RP11-406H4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPCD,1,10,3,1,0,9,0,0,0,3,0,4,0,0,19
RP11-480G7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
